N°Obs;1. Copiez ci-dessous l'extrait que vous trouvez problématique;"2. En option, si vous le souhaitez : quel est selon vous le type de problème?  (Vous pouvez cocher plusieurs réponses. Si vous ne savez pas que répondre, cochez ""autres"").";3. Autres :;4. En option, si vous le souhaitez : merci de localiser ce qui vous parait problématique dans l'extrait et d'indiquer pourquoi.;5. Pour finir, merci de préciser le niveau (ex. Licence1, Master 2 etc.), le contexte (ex. IUT Info-com, Master MEEF-PE), et le genre (ex. dissertation, mémoire, devoir d'analyse type CRPE etc.). Si vos étudiants n'ont pas pour langue maternelle le français, merci de l'indiquer aussi.;6. Clé;7. Date de saisie;8. Date de dernière modification;9. Date de dernier enregistrement;10. Temps de saisie;11. Langue;12. Origine;13. Appareil utilisé pour la saisie;14. Progression
2655;Cette indicateur de réussite des tâches est également utiliser pour vérifier l'hypothèse 2.  ;"Orthographe;Syntaxe / Construction des phrases";;"Orthographe + syntaxe : accord erroné déterminant-nom en genre (déterminant démonstratif « ce » + mot avec une voyelle/un h muet comme initiale) (« Cette indicateur » au lieu de « cet indicateur »)
Orthographe + syntaxe : emploi erroné de l’infinitif au lieu du participe passé P3 présent indicatif voix passive (« utilisé ») (« Cet indicateur…est…utiliser » au lieu de « Cet indicateur…est…utilisé »)
";"M2 Mémoire
Sciences du Langage / MEEF
";7FK7-U6KW;28/06/2019 16:17:47;;28/06/2019 16:18:14;26,867478;FR;Direct;PC;Terminé
2656;Afin de mesurer les progrès des élèves au cours de la séquence nous nous penchons de manière plus approfondie sur les résultats des élèves lors de la première et lors de la dernière séance. ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase introduite par « afin de » (avant « nous nous penchons »);"M2 Mémoire
Sciences du Langage / MEEF
";5K5M-FS9U;28/06/2019 16:18:15;;28/06/2019 16:20:04;109,6621922;FR;Direct;PC;Terminé
2657;Lors de la séance 1 chaque élève tentent d'abord de résoudre un problème seul, puis les quatre élèves ayant travaillé sur le même problème sont réunis pour mettre en commun le fruit de leurs recherche. ;"Orthographe;Ponctuation;Syntaxe / Construction des phrases";;"Orthographe + syntaxe : accord erroné sujet-verbe P3 présent indicatif (P6 au lieu de P3) (« tenter » + déterminant de quantité absolue « chaque ») (« chaque élève tentent » au lieu de « chaque élève tente »)
Orthographe + syntaxe : singulier erroné du nom (« recherche ») (« leurs recherche » au lieu de « leurs recherches »
Ponctuation : manque de virgule après la structure détachée en tête de phrase introduite par « lors » (après « Lors de la séance 1 »)
";"M2 Mémoire
Sciences du Langage / MEEF
";SFMT-TRNS;28/06/2019 16:20:05;;28/06/2019 16:20:33;27,9210709;FR;Direct;PC;Terminé
2658;Lors de la dernière séance, les élèves sont réunis en dyades pour toute la durée de la séance, chaque dyade fait face au même corpus de trois problèmes. ;Ponctuation;;Ponctuation : signe de ponctuation erroné entre deux principales (virgule au lieu de point-virgule) (avant « chaque dyade »);"M2 Mémoire
Sciences du Langage / MEEF
";XS3M-D5W2;28/06/2019 16:20:35;;28/06/2019 16:20:55;20,521879;FR;Direct;PC;Terminé
2659;Pour chaque type de problèmes nous mesurons le nombre de réussites que nous exprimons par rapport au nombre de dyade. ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase (avant « nous mesurons »);"M2 Mémoire
Sciences du Langage / MEEF
";8D2T-8HCW;28/06/2019 16:20:56;;28/06/2019 16:21:10;13,5297354;FR;Direct;PC;Terminé
2660;Comme nous l'avons évoqué les créneaux retenus pour cette mise en œuvre sont ceux où les élèves de CE1 sont absents de la classe : un mercredi sur deux pendant une durée d'une heure et tous les vendredis pendant une durée de quarante minutes.;Ponctuation;;Ponctuation : manque de signe de ponctuation entre deux propositions (subordonnée complétive + principale) (après « comme nous l’avons évoqué »);"M2 Mémoire
Sciences du Langage / MEEF
";FF8D-C9P9;28/06/2019 16:21:11;;28/06/2019 16:22:24;72,8850195;FR;Direct;PC;Terminé
2661;Durant cette séquence nous avons regrouper les élèves en faisant des choix sur les plans relationnels et intellectuels. ;"Orthographe;Ponctuation;Syntaxe / Construction des phrases";;"Orthographe + syntaxe : emploi erroné de l’infinitif au lieu du participe passé P4 passé composé (« regroupé ») (« nous avons regrouper » au lieu de « nous avons regroupé »)
Ponctuation : manque de virgule après la structure détachée en tête de phrase introduite par « durant » (après « Durant cette séquence »)
";"M2 Mémoire
Sciences du Langage / MEEF
";9GUY-JD2Q;28/06/2019 16:22:25;;28/06/2019 16:22:52;27,0168625;FR;Direct;PC;Terminé
2662;Concernant le plan relationnel nous avons choisi de ne pas forcer deux élèves qui ne s'entendent pas à travailler ensemble. En effet lorsque cette situation se produit nous avons noté l'apparition de conflits et le refus de la tâche par ces élèves. ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « Concernant le plan relationnel »);"M2 Mémoire
Sciences du Langage / MEEF
";FMRN-9C28;28/06/2019 16:22:54;;28/06/2019 16:23:15;20,6181923;FR;Direct;PC;Terminé
2663;En effet lorsque cette situation se produit nous avons noté l'apparition de conflits et le refus de la tâche par ces élèves. ;"Ponctuation;Syntaxe / Construction des phrases;Cohérence / cohésion / argumentation";;"Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « En effet »)
Ponctuation : manque de signe de ponctuation entre deux propositions (subordonnée complétive + principale) (après « lorsque cette situation se produit »)
Syntaxe : concordance des temps erronée (« présent indicatif + passé composé » au lieu de « imparfait + passé composé ») (« lorsque cette situation se produit, nous avons noté » au lieu de « lorsque cette situation se produisait, nous avons noté ») – décalage entre les erreurs répertoriées par l’enseignant par rapport à notre filtre normatif (correction absente)
Syntaxe + cohérence : construction syntaxique erronée (approximation syntaxique) – cataphore erronée / ordre de l’énonciation inappropriée (« lorsque cette situation se produisait, nous avons noté l'apparition de conflits et le refus de la tâche par ces élèves » au lieu de « nous avons noté l'apparition de conflits et le refus de la tâche par ces élèves lorsqu’ils avaient lieu ») – décalage entre les erreurs répertoriées par l’enseignant par rapport à notre filtre normatif (correction absente)
";"M2 Mémoire
Sciences du Langage / MEEF
";BRHT-5AEC;28/06/2019 16:23:17;;28/06/2019 16:24:04;46,5810327;FR;Direct;PC;Terminé
2664;Concernant le plan intellectuel nous voulions obtenir une homogénéité entre les groupes et une hétérogénéité à l'intérieur des groupes.;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « Concernant le plan intellectuel »);"M2 Mémoire
Sciences du Langage / MEEF
";A4PA-DGM7;28/06/2019 16:24:05;;28/06/2019 16:24:17;12,6978684;FR;Direct;PC;Terminé
2665;Pour satisfaire ces deux objectifs la méthode choisie est de donner une liberté importante aux élèves dans la composition des groupes. ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase introduite par « pour » (après « Considérant le temps dont nous disposons pour cette étude »);"M2 Mémoire
Sciences du Langage / MEEF
";7FPU-FPHF;28/06/2019 16:24:19;;28/06/2019 16:24:29;10,675892;FR;Direct;PC;Terminé
2666;En pratique la composition des groupes se déroule ainsi :;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « En pratique »);"M2 Mémoire
Sciences du Langage / MEEF
";527R-BGW5;28/06/2019 16:24:31;;28/06/2019 16:25:07;36,4612642;FR;Direct;PC;Terminé
2667;​- avant chaque séance les élèves ont une minute pour composer des groupes en respectant le nombre d'élèves par groupe indiqué par l'enseignante, durant cette minute aucun conflit entre élèves n'est toléré;Ponctuation;;"Ponctuation : manque de virgule après la structure détachée en tête de phrase introduite par « avant » (après « avant chaque séance »)
Ponctuation : manque de virgule après la structure détachée en tête de proposition introduite par « durant » (après « durant cette minute »)
Ponctuation : signe de ponctuation erroné entre deux principales (virgule au lieu de point-virgule avant « durant »)
";"M2 Mémoire
Sciences du Langage / MEEF
";M295-SMAU;28/06/2019 16:25:08;;28/06/2019 16:25:25;16,7353655;FR;Direct;PC;Terminé
2668;​- à l'issue de cette minute l'enseignante intervient, elle vérifie que tous les élèves sont satisfaits, si ce n'est pas le cas elle engage une médiation avec les élèves pour résoudre le problème;Ponctuation;;"Ponctuation : signe de ponctuation erroné entre deux principales (virgule au lieu de deux-points avant « si ce n’est pas le cas »)
Ponctuation : signe de ponctuation erroné entre deux principales (virgule au lieu de point avant « elle vérifie »)
Ponctuation : manque de virgule entre deux propositions (proposition conditionnelle introduite par « si » / subordonnée circonstancielle + principale) (avant « elle engage »)
";"M2 Mémoire
Sciences du Langage / MEEF
";XHVN-6W6Z;28/06/2019 16:25:26;;28/06/2019 16:26:02;36,4956389;FR;Direct;PC;Terminé
2669;​- si l'enseignante constate que les groupes sont déséquilibrés sur le plan intellectuel elle impose des ajustements.;Ponctuation;;Ponctuation : manque de virgule entre deux propositions (proposition conditionnelle introduite par « si » / subordonnée circonstancielle + principale) (avant « elle impose des ajustements »);"M2 Mémoire
Sciences du Langage / MEEF
";RPDV-6CJS;28/06/2019 16:26:04;;28/06/2019 16:26:23;18,8163715;FR;Direct;PC;Terminé
2670;Nous avons abouti à cette procédure après quelques essais et avons choisi de la conserver pour le suite de la séquence après avoir constaté son efficacité. ;Syntaxe / Construction des phrases;;Syntaxe : accord erroné accord erroné nom-déterminant en genre / genre erroné du déterminant (« suite ») (« le suite » au lieu de « la suite »);"M2 Mémoire
Sciences du Langage / MEEF
";3RU2-BTXZ;28/06/2019 16:26:25;;28/06/2019 16:26:38;13,610604;FR;Direct;PC;Terminé
2671;Les élèves sont en effet motivés par le fait de pouvoir choisir leur camarades de travail. ;"Orthographe;Syntaxe / Construction des phrases";;Orthographe + syntaxe : accord erroné déterminant-nom en nombre (déterminant possessif « leur ») (« leur camarades » au lieu de « leurs camarades »);"M2 Mémoire
Sciences du Langage / MEEF
";CHH3-27ZV;28/06/2019 16:26:39;;28/06/2019 16:26:55;15,5023145;FR;Direct;PC;Terminé
2672;De plus ils savent que si la mise en groupe ne se fait pas dans le calme ou qu'ils n'acceptent pas la médiation de l'enseignante en cas de problème (par exemple un élève exclu dont personne ne veut dans son groupe ou au contraire un élève avec qui tout les autres élèves veulent travailler ou bien si la répartition des très bons élèves n'est pas équilibrée) ils perdront cette liberté dans la composition des groupes pour cette séance et les suivantes.;"Orthographe;Ponctuation;Syntaxe / Construction des phrases";;"Orthographe + syntaxe : accord erroné prédéterminant-nom (prédéterminant de la quantité absolue « tout ») (« tout les autres élèves » au lieu de « tous les autres élèves »)
Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « de plus »)
Ponctuation : manque de virgule entre deux propositions (proposition conditionnelle introduite par « si » / subordonnée circonstancielle + principale) (avant « ils perdront »)
";"M2 Mémoire
Sciences du Langage / MEEF
";7HC5-NNT7;28/06/2019 16:26:57;;28/06/2019 16:27:11;14,7443507;FR;Direct;PC;Terminé
2673;Durant la majeure partie de celles-ci les élèves sont regroupés par quatre, trois ou deux. ;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de proposition introduite par « durant » (après « durant la majeure partie de celles-ci »);"M2 Mémoire
Sciences du Langage / MEEF
";CKYG-Y5Q5;28/06/2019 16:27:14;;28/06/2019 16:27:25;10,501418;FR;Direct;PC;Terminé
2674;​- réalisation d'un poster en vu d'une présentation à la classe du problème et de la ou des méthodes employées pour le résoudre;Orthographe;;Orthographe erroné du connecteur / de la locution prépositionnelle (« en vu de » au lieu de « en vue de »);"M2 Mémoire
Sciences du Langage / MEEF
";PBMG-N3W8;28/06/2019 16:27:27;;28/06/2019 16:27:40;13,0821877;FR;Direct;PC;Terminé
2675;​- chaque groupe présente au reste de la classe le poster conçu lors de la séance  précédente ;"Orthographe;Ponctuation";;Orthographe + ponctuation : présence erronée de deux espaces (« séance  précédente » au lieu de « séance précédente »);"M2 Mémoire
Sciences du Langage / MEEF
";33W3-KV2P;28/06/2019 16:27:42;;28/06/2019 16:27:53;10,8793759;FR;Direct;PC;Terminé
2676;Pour activer ce principe il faut que les élèves perçoivent que leur réussite est liée à la réussite des autres membres du groupe.;Ponctuation;;Ponctuation : manque de virgule après la structure détachée en tête de phrase introduite par « pour » (après « Pour activer ce principe »);"M2 Mémoire
Sciences du Langage / MEEF
";LUMF-X897;28/06/2019 16:27:54;;28/06/2019 16:28:07;12,5867834;FR;Direct;PC;Terminé
2677;Ainsi lors de la séance 1 les membres du groupes travaillent dans un but commun et valorisant qui est la présentation au reste de la classe de leurs recherches. ;"Orthographe;Ponctuation;Syntaxe / Construction des phrases";;"Orthographe + syntaxe : pluriel erroné du nom (« groupe ») (« du groupes » au lieu de « du groupes »)
Ponctuation : manque de virgule après la structure détachée en tête de phrase (après « ainsi »)
Ponctuation : manque de virgules autour de l’incise introduite par « lors » (« lors de la séance 1 »)
";"M2 Mémoire
Sciences du Langage / MEEF
";UBW5-LZT3;28/06/2019 16:28:08;;28/06/2019 16:29:49;100,5346459;FR;Direct;PC;Terminé
